FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL100316,DEL-JAI,DEL,JAI,2025-08-02,78,A320,90,90,501660,152448
FL100317,GOI-PNQ,GOI,PNQ,2025-11-28,69,B737,120,62,169322,81041
FL100318,HYD-DEL,HYD,DEL,2025-11-10,90,ATR72,180,120,750720,139237
FL100319,DEL-MAA,DEL,MAA,2025-11-25,161,B737,180,79,464046,108938
FL100320,BOM-MAA,BOM,MAA,2024-09-07,169,B737,90,72,406008,127346
FL100321,HYD-DEL,HYD,DEL,2025-11-04,145,A320,90,89,392935,193981
FL100322,BOM-BLR,BOM,BLR,2024-06-26,122,B787,70,49,310562,183173
FL100323,AMD-MAA,AMD,MAA,2025-08-31,90,A320,150,101,339764,155344
FL100324,BOM-CCU,BOM,CCU,2024-05-12,117,A321,180,140,826280,92796
FL100325,DEL-AMD,DEL,AMD,2024-08-11,129,A321,180,63,195993,190660
FL100326,PNQ-DEL,PNQ,DEL,2025-07-09,76,A321,78,33,103488,103428
FL100327,DEL-JAI,DEL,JAI,2024-06-11,99,B787,120,33,205788,87634
FL100328,BOM-BLR,BOM,BLR,2025-12-25,164,ATR72,120,72,191448,130790
FL100329,MAA-JAI,MAA,JAI,2025-04-06,178,ATR72,120,115,310040,113121
FL100330,MAA-JAI,MAA,JAI,2025-09-28,140,ATR72,150,69,194580,166888
FL100331,AMD-DEL,AMD,DEL,2025-09-27,145,ATR72,120,68,184008,127685
FL100332,PNQ-BLR,PNQ,BLR,2024-12-09,128,ATR72,150,61,189954,191102
FL100333,BLR-MAA,BLR,MAA,2024-06-08,144,A320,120,73,373176,115049
FL100334,DEL-CCU,DEL,CCU,2024-10-22,152,A320,78,47,207270,192976
FL100335,GOI-JAI,GOI,JAI,2024-05-10,88,A321,180,119,602973,102892
FL100336,BLR-HYD,BLR,HYD,2024-08-12,70,Q400,90,49,252154,148101
FL100337,MAA-GOI,MAA,GOI,2024-10-25,138,Q400,180,140,667240,118182
FL100338,BLR-AMD,BLR,AMD,2025-02-17,145,Q400,150,148,796536,130927
FL100339,DEL-HYD,DEL,HYD,2025-09-12,165,A320,78,34,107304,137923
FL100340,PNQ-JAI,PNQ,JAI,2025-12-06,168,A321,150,144,748944,186278
FL100341,PNQ-BOM,PNQ,BOM,2025-10-14,115,A320,90,52,171808,150184
FL100342,JAI-BOM,JAI,BOM,2025-05-19,93,Q400,150,138,593676,121520
FL100343,HYD-PNQ,HYD,PNQ,2024-08-17,88,A321,90,88,286528,136887
FL100344,JAI-MAA,JAI,MAA,2024-08-03,177,ATR72,120,110,333740,133701
FL100345,HYD-CCU,HYD,CCU,2024-03-09,179,A321,70,58,234204,124262
FL100346,GOI-DEL,GOI,DEL,2025-12-30,150,Q400,180,72,440352,153886
FL100347,CCU-GOI,CCU,GOI,2024-08-10,149,B737,180,48,123024,142513
FL100348,DEL-BLR,DEL,BLR,2025-02-28,131,B787,78,57,222243,196970
FL100349,MAA-PNQ,MAA,PNQ,2025-04-01,169,ATR72,180,143,390533,122738
FL100350,CCU-MAA,CCU,MAA,2025-09-01,175,A321,90,39,236379,134115
FL100351,BOM-BLR,BOM,BLR,2024-12-24,114,A321,180,98,612010,156288
FL100352,BOM-BLR,BOM,BLR,2025-03-31,107,A321,150,112,283136,111386
FL100353,BOM-BLR,BOM,BLR,2024-02-28,76,Q400,90,60,294420,129424
FL100354,HYD-MAA,HYD,MAA,2024-08-30,168,Q400,70,60,256380,153127
FL100355,AMD-JAI,AMD,JAI,2025-07-30,82,B737,78,68,389912,154600
FL100356,CCU-DEL,CCU,DEL,2025-05-05,69,B787,78,63,373401,153028
FL100357,GOI-JAI,GOI,JAI,2025-06-24,137,ATR72,150,131,594347,82518
FL100358,PNQ-BLR,PNQ,BLR,2025-08-06,111,A320,180,64,401984,109857
FL100359,CCU-AMD,CCU,AMD,2025-04-06,80,A320,120,94,367070,172825
FL100360,PNQ-GOI,PNQ,GOI,2024-05-25,148,B737,180,65,179920,185488
FL100361,DEL-MAA,DEL,MAA,2025-10-26,66,A321,90,33,184536,162932
FL100362,DEL-BLR,DEL,BLR,2024-06-23,90,B737,70,68,320484,168087
FL100363,CCU-MAA,CCU,MAA,2025-03-21,108,A321,70,46,200468,156364
FL100364,AMD-GOI,AMD,GOI,2024-09-08,74,ATR72,70,35,196700,96309
FL100365,GOI-CCU,GOI,CCU,2024-04-16,61,A320,180,156,991380,170840
FL100366,DEL-JAI,DEL,JAI,2024-05-01,87,B787,120,61,227774,100370
FL100367,HYD-JAI,HYD,JAI,2024-06-03,119,B787,70,63,374031,116264
FL100368,MAA-PNQ,MAA,PNQ,2025-01-13,116,B787,70,49,170520,176273
FL100369,AMD-CCU,AMD,CCU,2024-07-06,78,A320,120,93,446772,186989
FL100370,JAI-HYD,JAI,HYD,2025-10-10,74,A320,78,51,166464,198134
FL100371,GOI-AMD,GOI,AMD,2025-03-30,165,Q400,180,172,633820,193244
FL100372,CCU-DEL,CCU,DEL,2024-07-16,96,A320,150,63,339570,113433
FL100373,HYD-PNQ,HYD,PNQ,2025-07-31,109,B787,120,85,361675,104416
FL100374,BLR-GOI,BLR,GOI,2024-05-21,124,Q400,90,84,507360,88402
FL100375,JAI-BLR,JAI,BLR,2024-05-15,60,Q400,70,44,128304,88910
FL100376,MAA-BLR,MAA,BLR,2024-11-04,87,B737,78,68,306816,167390
FL100377,HYD-GOI,HYD,GOI,2025-04-12,168,Q400,78,61,286639,182941
FL100378,MAA-PNQ,MAA,PNQ,2024-12-01,169,ATR72,90,58,347014,175559
FL100379,MAA-GOI,MAA,GOI,2024-08-28,154,A320,70,33,200046,112729
FL100380,CCU-HYD,CCU,HYD,2025-10-17,99,A320,78,53,141139,181114
FL100381,DEL-GOI,DEL,GOI,2025-12-07,177,A320,180,91,362999,125288
FL100382,HYD-MAA,HYD,MAA,2025-06-19,107,B787,150,138,620862,193179
FL100383,DEL-CCU,DEL,CCU,2025-12-30,170,A320,78,40,211680,162057
FL100384,GOI-BOM,GOI,BOM,2025-11-23,121,ATR72,90,31,197067,191356
FL100385,DEL-CCU,DEL,CCU,2024-10-23,162,A321,90,35,139160,194770
FL100386,AMD-MAA,AMD,MAA,2025-01-29,111,ATR72,150,51,311814,123013
FL100387,CCU-HYD,CCU,HYD,2024-04-26,79,Q400,78,77,413259,106882
FL100388,MAA-GOI,MAA,GOI,2024-07-24,75,A321,150,33,183546,150334
FL100389,PNQ-AMD,PNQ,AMD,2024-03-08,60,B737,180,169,566826,146924
FL100390,HYD-BOM,HYD,BOM,2024-09-12,70,A320,180,62,367598,164967
FL100391,BOM-GOI,BOM,GOI,2025-06-16,136,ATR72,180,177,846768,164794
FL100392,CCU-DEL,CCU,DEL,2025-10-09,157,B737,78,30,80130,179910
FL100393,BLR-GOI,BLR,GOI,2025-04-18,103,B787,180,40,235600,140980
FL100394,CCU-HYD,CCU,HYD,2025-11-25,93,A320,120,99,472725,176863
FL100395,AMD-JAI,AMD,JAI,2024-11-13,154,Q400,70,32,128192,175389
FL100396,HYD-BLR,HYD,BLR,2024-06-27,62,ATR72,78,73,432598,88390
FL100397,MAA-AMD,MAA,AMD,2024-09-30,87,ATR72,150,35,140735,181004
FL100398,CCU-HYD,CCU,HYD,2024-03-02,60,Q400,78,45,191385,116842
FL100399,DEL-GOI,DEL,GOI,2025-09-20,101,B737,78,66,396792,181897
FL100400,JAI-BOM,JAI,BOM,2025-04-26,121,Q400,180,113,548502,104504
FL100401,AMD-BLR,AMD,BLR,2025-04-06,180,Q400,70,54,283878,197328
FL100402,AMD-HYD,AMD,HYD,2025-03-06,124,B737,120,74,279720,150040
FL100403,AMD-JAI,AMD,JAI,2025-12-20,86,B737,90,60,297420,119920
FL100404,DEL-BOM,DEL,BOM,2024-04-16,169,B737,180,53,269346,189083
FL100405,MAA-PNQ,MAA,PNQ,2024-07-20,61,ATR72,180,34,178976,119545
FL100406,MAA-CCU,MAA,CCU,2024-05-13,165,B787,180,126,410256,158591
FL100407,BOM-PNQ,BOM,PNQ,2025-08-23,124,ATR72,120,76,214472,177142
FL100408,MAA-AMD,MAA,AMD,2025-04-29,106,Q400,180,85,278460,173419
FL100409,PNQ-MAA,PNQ,MAA,2025-07-25,96,ATR72,150,94,265738,108201
FL100410,DEL-BLR,DEL,BLR,2025-08-17,94,A321,120,73,472456,148067
FL100411,HYD-JAI,HYD,JAI,2024-07-28,158,B787,120,89,228997,136798
FL100412,JAI-AMD,JAI,AMD,2025-09-06,136,A320,78,31,192200,193286
FL100413,DEL-BLR,DEL,BLR,2025-09-10,148,B787,78,68,192848,101733
FL100414,DEL-BOM,DEL,BOM,2024-12-19,116,A320,70,64,191424,177573
FL100415,BOM-BLR,BOM,BLR,2024-05-09,73,A321,150,62,208196,94131
FL100416,BOM-MAA,BOM,MAA,2025-02-03,113,Q400,70,59,299602,199943
FL100417,HYD-AMD,HYD,AMD,2024-06-10,95,A321,78,54,191862,192258
FL100418,CCU-HYD,CCU,HYD,2025-12-25,60,B787,150,122,414434,146052
FL100419,GOI-HYD,GOI,HYD,2024-11-06,168,B787,120,114,466602,93454
FL100420,GOI-PNQ,GOI,PNQ,2025-07-24,103,B787,180,151,562022,100549
FL100421,BLR-GOI,BLR,GOI,2024-11-06,96,A320,78,75,333375,86775
FL100422,DEL-MAA,DEL,MAA,2024-06-04,154,A320,78,36,121248,163336
FL100423,JAI-DEL,JAI,DEL,2025-06-11,105,B737,150,80,453280,191819
FL100424,CCU-DEL,CCU,DEL,2024-11-29,65,ATR72,90,70,302050,169624
FL100425,DEL-GOI,DEL,GOI,2024-10-02,140,A321,90,32,122848,183006
FL100426,JAI-BOM,JAI,BOM,2025-04-02,124,B787,180,81,415368,198237
FL100427,BLR-AMD,BLR,AMD,2024-07-20,100,ATR72,78,36,212976,85104
FL100428,BLR-PNQ,BLR,PNQ,2024-11-26,158,ATR72,180,161,903693,150465
FL100429,BLR-HYD,BLR,HYD,2025-08-15,67,A321,180,108,467532,153921
FL100430,BLR-DEL,BLR,DEL,2024-03-15,142,B737,120,71,352444,141550
FL100431,CCU-DEL,CCU,DEL,2025-06-24,115,Q400,90,33,117117,101856
FL100432,HYD-CCU,HYD,CCU,2025-02-28,146,B737,70,30,146010,151757
FL100433,DEL-PNQ,DEL,PNQ,2024-02-12,128,B737,90,85,480845,150650
FL100434,JAI-BLR,JAI,BLR,2025-09-25,107,A321,180,155,765545,159535
FL100435,AMD-JAI,AMD,JAI,2024-11-28,178,ATR72,70,31,172701,121286
FL100436,HYD-PNQ,HYD,PNQ,2025-11-14,144,Q400,78,72,448776,142723
FL100437,BLR-CCU,BLR,CCU,2024-01-14,172,B737,78,57,225891,186176
FL100438,MAA-BLR,MAA,BLR,2025-11-05,99,ATR72,78,63,168840,85146
FL100439,BLR-GOI,BLR,GOI,2024-12-17,110,A321,150,115,392035,85228
FL100440,JAI-MAA,JAI,MAA,2024-06-01,142,Q400,150,141,586983,83173
FL100441,BOM-MAA,BOM,MAA,2024-12-07,179,B787,180,62,324012,199318
FL100442,CCU-MAA,CCU,MAA,2024-09-17,163,B737,78,34,161024,194436
FL100443,AMD-HYD,AMD,HYD,2024-04-02,92,A321,78,49,275135,102005
FL100444,JAI-DEL,JAI,DEL,2024-08-01,66,A320,90,86,352858,113849
FL100445,MAA-JAI,MAA,JAI,2024-03-24,143,Q400,70,45,211680,174748
FL100446,BLR-MAA,BLR,MAA,2024-05-02,173,ATR72,150,79,327929,153798
FL100447,HYD-MAA,HYD,MAA,2024-05-17,79,Q400,120,40,234000,163068
FL100448,PNQ-BLR,PNQ,BLR,2025-07-26,61,A320,70,70,430780,142183
FL100449,JAI-PNQ,JAI,PNQ,2024-08-23,132,ATR72,120,45,181440,121460
FL100450,BLR-AMD,BLR,AMD,2024-11-30,84,ATR72,70,67,198052,118469
FL100451,BOM-HYD,BOM,HYD,2025-06-08,170,Q400,90,36,206964,185531
FL100452,MAA-DEL,MAA,DEL,2024-05-23,79,B787,150,146,513920,191141
FL100453,HYD-MAA,HYD,MAA,2024-03-30,161,A321,120,35,121485,186123
FL100454,DEL-MAA,DEL,MAA,2024-11-15,61,B787,180,50,307950,129103
FL100455,GOI-MAA,GOI,MAA,2024-07-06,77,A320,120,77,413182,153594
FL100456,PNQ-CCU,PNQ,CCU,2024-07-28,119,B737,180,82,331444,88781
FL100457,JAI-MAA,JAI,MAA,2024-07-03,124,A321,150,117,604305,176990
FL100458,HYD-DEL,HYD,DEL,2024-07-31,137,A320,180,156,950976,188635
FL100459,JAI-HYD,JAI,HYD,2024-07-17,77,A320,120,109,457364,132134
FL100460,GOI-MAA,GOI,MAA,2025-07-03,73,ATR72,180,71,342362,171030
FL100461,JAI-BLR,JAI,BLR,2024-09-17,173,A321,150,81,224532,86722
FL100462,GOI-MAA,GOI,MAA,2025-11-30,88,A320,180,63,307062,176518
FL100463,BOM-HYD,BOM,HYD,2025-02-12,143,ATR72,78,66,327756,153186
FL100464,PNQ-HYD,PNQ,HYD,2024-07-29,108,A320,78,58,205030,80910
FL100465,CCU-DEL,CCU,DEL,2025-10-19,135,B737,90,82,376380,199946
FL100466,BLR-CCU,BLR,CCU,2024-11-08,179,ATR72,150,59,357894,145323
FL100467,HYD-BLR,HYD,BLR,2024-07-25,178,B737,70,42,116886,128658
FL100468,GOI-HYD,GOI,HYD,2024-11-07,158,B737,150,36,222804,117864
FL100469,BOM-DEL,BOM,DEL,2025-08-10,178,B737,180,34,155652,156399
FL100470,PNQ-MAA,PNQ,MAA,2024-08-06,90,A321,120,33,127215,105541
FL100471,AMD-MAA,AMD,MAA,2024-06-02,98,ATR72,78,30,151470,91703
FL100472,BOM-CCU,BOM,CCU,2024-06-30,155,B787,150,111,609057,120567
FL100473,BOM-AMD,BOM,AMD,2024-07-24,65,B787,90,86,436622,95869
FL100474,CCU-DEL,CCU,DEL,2025-10-10,65,A320,78,42,224658,88387
FL100475,AMD-HYD,AMD,HYD,2024-01-23,136,B737,90,59,326742,146066
FL100476,BLR-DEL,BLR,DEL,2025-03-06,67,Q400,180,57,159201,143873
FL100477,AMD-JAI,AMD,JAI,2024-08-27,176,B737,90,64,332544,88772
FL100478,BLR-MAA,BLR,MAA,2025-07-30,81,B787,78,64,174464,120432
FL100479,BLR-GOI,BLR,GOI,2025-03-11,114,A320,78,57,159429,119802
FL100480,HYD-BLR,HYD,BLR,2025-04-21,141,ATR72,180,104,340808,113096
FL100481,HYD-DEL,HYD,DEL,2024-08-09,141,A321,180,101,442279,117007
FL100482,PNQ-JAI,PNQ,JAI,2024-04-21,88,B787,70,44,279620,82261
FL100483,AMD-HYD,AMD,HYD,2024-07-02,71,B787,78,61,359046,187803
FL100484,PNQ-BLR,PNQ,BLR,2025-12-19,92,A320,150,138,494730,108805
FL100485,BLR-DEL,BLR,DEL,2025-07-22,113,Q400,78,60,259620,199070
FL100486,AMD-BOM,AMD,BOM,2025-05-02,72,A320,70,49,248724,193349
FL100487,DEL-MAA,DEL,MAA,2025-09-19,167,B787,78,53,272155,179431
FL100488,MAA-CCU,MAA,CCU,2024-10-19,85,ATR72,78,78,241566,119346
FL100489,GOI-BLR,GOI,BLR,2024-05-16,174,Q400,70,70,201250,188976
FL100490,BOM-HYD,BOM,HYD,2025-12-23,180,Q400,150,126,448056,174825
FL100491,BLR-PNQ,BLR,PNQ,2025-12-31,65,ATR72,78,62,392336,116657
FL100492,JAI-AMD,JAI,AMD,2025-01-07,180,A320,120,96,524832,86405
FL100493,CCU-DEL,CCU,DEL,2025-12-15,63,ATR72,78,39,209235,168995
FL100494,JAI-PNQ,JAI,PNQ,2024-06-02,100,A320,120,86,296184,80247
FL100495,GOI-AMD,GOI,AMD,2024-09-14,152,A320,70,69,271377,117329
FL100496,MAA-AMD,MAA,AMD,2025-10-02,173,ATR72,180,77,346115,147903
FL100497,MAA-JAI,MAA,JAI,2025-11-10,67,Q400,78,42,191184,82921
FL100498,CCU-AMD,CCU,AMD,2024-10-16,174,B737,150,60,255540,130319
FL100499,GOI-HYD,GOI,HYD,2024-09-24,91,Q400,180,180,610200,181407
FL100500,GOI-PNQ,GOI,PNQ,2024-05-16,60,A320,180,152,436240,199157
FL100501,MAA-CCU,MAA,CCU,2025-12-16,170,B787,150,120,392040,135588
FL100502,PNQ-GOI,PNQ,GOI,2024-12-16,152,ATR72,150,127,818007,88038
FL100503,CCU-JAI,CCU,JAI,2025-12-18,67,A320,150,139,807173,193921
FL100504,JAI-HYD,JAI,HYD,2024-03-02,143,B787,120,33,166320,151657
FL100505,AMD-JAI,AMD,JAI,2024-08-07,65,B737,70,53,204368,118277
FL100506,HYD-CCU,HYD,CCU,2025-04-10,148,B737,78,60,264900,113024
FL100507,MAA-BLR,MAA,BLR,2024-10-17,90,ATR72,90,43,111671,87101
FL100508,BOM-HYD,BOM,HYD,2025-02-17,115,B737,180,32,141664,194140
FL100509,DEL-PNQ,DEL,PNQ,2024-12-08,129,ATR72,120,47,267665,113626
FL100510,JAI-HYD,JAI,HYD,2025-03-25,93,B737,120,92,413908,185617
FL100511,CCU-JAI,CCU,JAI,2025-02-28,91,B787,78,59,287271,102963
FL100512,BLR-GOI,BLR,GOI,2025-11-11,81,B787,150,108,693576,136628
FL100513,JAI-AMD,JAI,AMD,2025-02-22,141,B787,70,68,272476,155956
FL100514,MAA-GOI,MAA,GOI,2025-08-01,159,B787,150,106,362202,110572
FL100515,HYD-BOM,HYD,BOM,2024-03-21,79,A321,150,36,201888,122750
FL100516,HYD-AMD,HYD,AMD,2025-08-31,148,ATR72,120,38,232864,118617
FL100517,HYD-GOI,HYD,GOI,2024-08-11,134,B737,120,52,185172,188868
FL100518,JAI-AMD,JAI,AMD,2024-12-16,97,A321,70,51,300798,94129
FL100519,CCU-AMD,CCU,AMD,2025-03-08,158,Q400,78,48,242304,107794
FL100520,BLR-JAI,BLR,JAI,2025-04-03,102,B737,120,68,296684,147408
FL100521,GOI-MAA,GOI,MAA,2024-03-11,107,B737,78,38,168302,112800
FL100522,AMD-GOI,AMD,GOI,2024-10-02,171,A320,78,37,101195,151537
FL100523,DEL-PNQ,DEL,PNQ,2024-02-23,145,Q400,180,158,735490,147140
FL100524,DEL-BOM,DEL,BOM,2024-01-02,98,ATR72,70,41,168674,178582
FL100525,AMD-GOI,AMD,GOI,2024-11-05,114,A320,180,67,351281,136446
FL100526,JAI-BOM,JAI,BOM,2024-05-20,149,B737,150,129,508518,107224
FL100527,AMD-PNQ,AMD,PNQ,2024-12-16,81,ATR72,120,116,510980,147622
FL100528,PNQ-BOM,PNQ,BOM,2025-09-03,74,B737,150,68,417248,120962
FL100529,BLR-PNQ,BLR,PNQ,2024-02-21,72,B787,150,91,512967,142742
FL100530,BLR-GOI,BLR,GOI,2025-10-03,79,B787,120,58,340750,102187
FL100531,HYD-CCU,HYD,CCU,2025-04-23,137,B787,70,67,283075,170132
FL100532,PNQ-CCU,PNQ,CCU,2024-12-17,71,A321,180,146,595242,129801
FL100533,MAA-GOI,MAA,GOI,2025-04-19,126,Q400,70,61,188856,96577
FL100534,AMD-PNQ,AMD,PNQ,2024-07-01,118,B737,78,36,140112,88209
FL100535,BOM-JAI,BOM,JAI,2024-12-16,122,ATR72,78,36,94140,103730
FL100536,GOI-MAA,GOI,MAA,2025-05-15,142,A320,90,74,351352,130503
FL100537,PNQ-BLR,PNQ,BLR,2025-06-04,102,B787,150,141,557091,88729
FL100538,CCU-HYD,CCU,HYD,2025-06-10,163,A320,180,171,1064646,120255
FL100539,PNQ-GOI,PNQ,GOI,2025-09-17,129,Q400,150,138,557244,191225
FL100540,JAI-AMD,JAI,AMD,2025-09-14,148,B737,90,34,96322,117903
FL100541,BLR-GOI,BLR,GOI,2025-01-22,179,A320,150,120,670680,164548
FL100542,JAI-BOM,JAI,BOM,2025-12-25,66,B737,90,46,254748,100973
FL100543,BOM-AMD,BOM,AMD,2025-09-19,69,A320,70,64,230912,194140
FL100544,JAI-BLR,JAI,BLR,2025-08-29,133,B787,78,45,244305,152095
FL100545,DEL-AMD,DEL,AMD,2025-01-31,96,ATR72,120,93,350331,139190
FL100546,HYD-BOM,HYD,BOM,2024-12-30,95,B787,120,111,693861,140792
FL100547,DEL-BOM,DEL,BOM,2024-12-16,81,B737,180,159,564450,185375
FL100548,HYD-DEL,HYD,DEL,2024-04-21,86,Q400,70,45,112950,128030
FL100549,DEL-HYD,DEL,HYD,2025-08-18,92,A320,120,74,339734,84711
FL100550,BLR-GOI,BLR,GOI,2024-12-27,62,A321,120,106,522368,82293
FL100551,AMD-PNQ,AMD,PNQ,2024-03-27,136,B737,120,79,368456,137100
FL100552,DEL-JAI,DEL,JAI,2024-01-31,98,B787,70,47,257654,109570
FL100553,GOI-HYD,GOI,HYD,2024-12-11,86,B787,120,84,284844,129325
FL100554,MAA-AMD,MAA,AMD,2025-09-16,122,Q400,120,117,353691,155398
FL100555,PNQ-BLR,PNQ,BLR,2025-01-24,130,A321,120,78,223236,126739
FL100556,PNQ-AMD,PNQ,AMD,2024-04-28,139,B787,180,108,414396,199815
FL100557,PNQ-BLR,PNQ,BLR,2024-12-29,98,A320,90,71,455820,184283
FL100558,BLR-CCU,BLR,CCU,2025-03-12,107,B787,90,33,146751,173238
FL100559,CCU-GOI,CCU,GOI,2024-01-18,116,Q400,120,112,450464,138151
FL100560,GOI-CCU,GOI,CCU,2025-12-27,111,Q400,70,55,233090,105588
FL100561,BLR-CCU,BLR,CCU,2024-11-29,115,A320,120,106,450606,158407
FL100562,AMD-HYD,AMD,HYD,2024-03-27,156,A320,150,96,612960,187944
FL100563,GOI-CCU,GOI,CCU,2025-11-01,117,B737,150,89,542366,118907
FL100564,MAA-CCU,MAA,CCU,2025-03-01,148,A320,90,59,207857,152059
FL100565,DEL-HYD,DEL,HYD,2025-08-17,142,B787,90,53,142676,122939
FL100566,PNQ-DEL,PNQ,DEL,2025-01-08,158,ATR72,78,64,406464,100101
FL100567,AMD-DEL,AMD,DEL,2024-02-15,104,A321,150,147,510825,143170
FL100568,JAI-CCU,JAI,CCU,2025-01-22,61,A320,150,137,609513,156530
FL100569,PNQ-GOI,PNQ,GOI,2024-07-20,129,A321,180,76,484424,97416
FL100570,DEL-GOI,DEL,GOI,2024-06-18,166,B737,70,49,205898,175639
FL100571,HYD-AMD,HYD,AMD,2024-12-30,159,B787,120,57,362577,91491
FL100572,HYD-BOM,HYD,BOM,2024-10-11,160,Q400,120,61,278343,116389
FL100573,MAA-AMD,MAA,AMD,2025-10-14,137,B737,180,76,258020,176037
FL100574,PNQ-HYD,PNQ,HYD,2025-07-17,153,A320,150,45,157050,82567
FL100575,JAI-BLR,JAI,BLR,2025-12-04,168,B787,70,58,352234,141549
FL100576,BOM-CCU,BOM,CCU,2024-08-11,135,B787,90,58,225504,179742
FL100577,MAA-DEL,MAA,DEL,2025-04-15,112,ATR72,90,72,219312,92170
FL100578,JAI-HYD,JAI,HYD,2025-12-30,150,ATR72,150,139,585607,80237
FL100579,GOI-DEL,GOI,DEL,2024-04-23,156,A321,150,44,160776,149161
FL100580,AMD-CCU,AMD,CCU,2024-08-24,109,B787,70,34,146710,176424
FL100581,BOM-MAA,BOM,MAA,2025-12-30,114,A320,90,33,160413,192728
FL100582,BOM-GOI,BOM,GOI,2025-02-07,63,Q400,150,132,451968,139964
FL100583,AMD-DEL,AMD,DEL,2024-08-18,62,Q400,70,31,196292,193316
FL100584,MAA-GOI,MAA,GOI,2024-01-18,175,ATR72,180,87,301542,152117
FL100585,HYD-BLR,HYD,BLR,2024-07-08,109,Q400,120,41,133660,117226
FL100586,MAA-GOI,MAA,GOI,2024-10-16,150,B737,180,71,457666,85732
FL100587,BLR-MAA,BLR,MAA,2024-03-18,177,Q400,78,75,446400,181217
FL100588,HYD-JAI,HYD,JAI,2024-12-16,162,A321,70,38,160436,107803
FL100589,BLR-HYD,BLR,HYD,2025-06-14,77,B787,180,156,629616,129486
FL100590,JAI-PNQ,JAI,PNQ,2024-04-29,104,ATR72,70,66,302610,178261
FL100591,MAA-BOM,MAA,BOM,2024-07-24,134,A321,150,89,478108,80474
FL100592,HYD-DEL,HYD,DEL,2024-09-23,179,A321,150,73,188632,137393
FL100593,HYD-BLR,HYD,BLR,2024-10-19,173,Q400,90,79,332906,191943
FL100594,AMD-GOI,AMD,GOI,2025-04-06,109,A320,150,53,340419,92007
FL100595,HYD-MAA,HYD,MAA,2025-06-30,141,Q400,150,74,450364,121852
FL100596,GOI-BOM,GOI,BOM,2024-07-07,164,A321,150,41,143500,190536
FL100597,BLR-GOI,BLR,GOI,2024-04-13,165,B787,180,146,370110,114216
FL100598,JAI-MAA,JAI,MAA,2025-04-30,137,A321,78,75,206400,174166
FL100599,CCU-GOI,CCU,GOI,2024-06-20,78,B737,70,56,317128,167860
FL100600,GOI-MAA,GOI,MAA,2025-08-14,173,A321,78,66,243474,98757
FL100601,PNQ-JAI,PNQ,JAI,2025-09-20,79,Q400,150,53,252227,91008
FL100602,DEL-CCU,DEL,CCU,2024-06-10,94,Q400,120,32,200800,141072
FL100603,MAA-DEL,MAA,DEL,2025-09-11,121,A320,180,155,933875,153174
FL100604,AMD-BOM,AMD,BOM,2025-05-26,180,B787,90,42,238602,195068
FL100605,PNQ-GOI,PNQ,GOI,2025-12-17,108,ATR72,78,33,101541,131805
FL100606,MAA-PNQ,MAA,PNQ,2025-12-16,165,B787,90,32,115040,121114
FL100607,HYD-BOM,HYD,BOM,2025-03-15,178,ATR72,90,79,505758,170060
FL100608,DEL-MAA,DEL,MAA,2025-04-13,93,B737,70,53,259382,138847
FL100609,BOM-BLR,BOM,BLR,2025-07-05,121,A321,120,73,459097,80664
FL100610,DEL-JAI,DEL,JAI,2025-10-22,107,B737,90,76,247380,109606
FL100611,AMD-BLR,AMD,BLR,2025-11-26,171,A320,70,66,405108,170962
FL100612,BOM-MAA,BOM,MAA,2024-05-24,101,A320,78,40,199800,115957
FL100613,JAI-GOI,JAI,GOI,2025-12-23,140,B787,150,64,218112,126925
FL100614,HYD-DEL,HYD,DEL,2024-11-11,174,B737,120,63,234108,99560
FL100615,BLR-GOI,BLR,GOI,2024-06-26,129,Q400,180,124,765948,116121
FL100616,DEL-AMD,DEL,AMD,2025-12-21,66,B737,120,99,415107,85418
FL100617,JAI-GOI,JAI,GOI,2024-04-23,103,A321,180,75,375450,114623
FL100618,CCU-BOM,CCU,BOM,2024-05-21,141,A320,90,40,188680,178246
FL100619,AMD-BOM,AMD,BOM,2025-08-07,171,B737,150,54,157734,124374
FL100620,HYD-PNQ,HYD,PNQ,2024-12-27,79,Q400,120,119,731374,122476
FL100621,PNQ-AMD,PNQ,AMD,2025-06-03,75,A320,180,44,128656,117806
FL100622,JAI-GOI,JAI,GOI,2024-12-04,131,A321,120,55,242715,125417
FL100623,CCU-AMD,CCU,AMD,2025-02-10,167,B737,120,52,300560,161778
FL100624,JAI-GOI,JAI,GOI,2025-08-04,122,B737,150,100,585300,123481
FL100625,CCU-PNQ,CCU,PNQ,2024-06-16,123,Q400,90,52,163852,136053
FL100626,BOM-MAA,BOM,MAA,2025-05-16,167,Q400,78,50,130950,125988
FL100627,DEL-CCU,DEL,CCU,2025-07-29,178,ATR72,180,44,267080,94504
FL100628,GOI-BOM,GOI,BOM,2025-04-17,175,Q400,180,123,712785,112834
FL100629,GOI-AMD,GOI,AMD,2024-12-08,160,ATR72,120,51,173298,142443
FL100630,CCU-MAA,CCU,MAA,2025-09-17,171,A321,150,94,272318,149023
FL100631,HYD-PNQ,HYD,PNQ,2025-04-03,148,A320,90,74,198246,130922
FL100632,JAI-BLR,JAI,BLR,2024-05-30,155,ATR72,180,164,417544,91569
